student_interest,student_country,student_language,student_target_degree,student_current_degree,student_gpa,student_lang_level,student_ielts,student_budget,student_study_mode,student_needs_scholarship,program_category,program_country,program_degree,program_tuition,program_language,program_study_mode,program_min_gpa,program_min_lang,program_min_ielts,program_scholarship,gpa_diff,budget_diff,lang_diff,ielts_diff,country_match,field_match,field_proximity,degree_compatible,study_mode_match,scholarship_match,match_score
ARTIFICIAL_INTELLIGENCE,Netherlands,English,DIPLOMA,BACHELOR,13.9,4,6.6,5000,ON_CAMPUS,1,ARCHITECTURE,France,BACHELOR,4500,English,ON_CAMPUS,0.0,3,5.5,0,0.0,500,1,1.1,0,0,0.0,0,1,0,0.0
ARTIFICIAL_INTELLIGENCE,Latvia,English,PHD,HIGH_SCHOOL,0.0,2,3.7,5000,ON_CAMPUS,1,ARCHITECTURE,Poland,PHD,5200,English,DISTANCE,14.0,4,6.0,0,0.0,-200,-2,-2.3,0,0,0.0,0,0,0,0.0483207842617444
EDUCATION,Turkey,ANY,DIPLOMA,BACHELOR,9.1,5,7.0,6000,BLENDED,1,FINANCE,Germany,BACHELOR,4800,English,BLENDED,0.0,4,5.5,0,0.0,1200,1,1.5,0,0,0.0,0,1,0,0.04901511718268067
ARCHITECTURE,Poland,English,CERTIFICATE,BACHELOR,10.3,4,5.9,4000,ON_CAMPUS,0,ARCHITECTURE,France,BACHELOR,5200,English,ON_CAMPUS,0.0,4,6.0,0,0.0,-1200,0,-0.1,0,1,1.0,0,1,0,0.12316570119737755
ARCHITECTURE,Germany,French,CERTIFICATE,HIGH_SCHOOL,0.0,3,5.3,4000,ON_CAMPUS,0,DESIGN,France,CERTIFICATE,2000,French,ON_CAMPUS,0.0,4,6.0,1,0.0,2000,-1,-0.7,0,0,0.5,1,1,0,0.6338
ARTIFICIAL_INTELLIGENCE,Poland,French,CERTIFICATE,BACHELOR,11.4,4,6.2,7000,ON_CAMPUS,0,COMMUNICATION,Germany,MASTER,4800,English,ON_CAMPUS,11.0,3,5.5,0,0.4,2200,1,0.7,0,0,0.0,1,1,0,0.6133
COMPUTER_SCIENCE,Turkey,ANY,MASTER,MASTER,12.8,4,6.1,8000,ON_CAMPUS,0,EDUCATION,Germany,BACHELOR,5200,English,ON_CAMPUS,0.0,3,5.0,0,0.0,2800,1,1.1,0,0,0.0,0,1,0,0.07249236426315044
COMMUNICATION,Germany,English,BACHELOR,HIGH_SCHOOL,0.0,4,5.4,5000,BLENDED,1,HOSPITALITY,Turkey,MASTER_OF_SCIENCE,6600,English,ON_CAMPUS,12.0,3,5.5,0,0.0,-1600,1,-0.1,0,0,0.0,0,0,0,0.01871953171111724
HOSPITALITY,Turkey,French,BACHELOR,BACHELOR,13.5,3,4.9,8000,ON_CAMPUS,0,HOSPITALITY,Netherlands,BACHELOR,7100,French,BLENDED,0.0,3,5.5,1,0.0,900,0,-0.6,0,1,1.0,0,0,0,0.07632345566227003
PSYCHOLOGY,Germany,English,BACHELOR,MASTER,11.1,4,5.9,7000,ON_CAMPUS,0,DESIGN,Netherlands,CERTIFICATE,3900,French,ON_CAMPUS,0.0,3,6.0,0,0.0,3100,1,-0.1,0,0,0.0,1,1,0,0.4443
ARTS,Turkey,English,BACHELOR,HIGH_SCHOOL,0.0,3,5.4,7000,ON_CAMPUS,1,DESIGN,Spain,CERTIFICATE,2700,English,ON_CAMPUS,0.0,3,5.0,1,0.0,4300,0,0.4,0,0,0.6,1,1,1,0.7036
DATA_SCIENCE,ANY,English,CERTIFICATE,HIGH_SCHOOL,0.0,3,5.4,7000,BLENDED,1,ARCHITECTURE,Germany,BACHELOR,5500,French,ON_CAMPUS,0.0,4,7.0,0,0.0,1500,-1,-1.6,1,0,0.0,1,0,0,0.5305
ARCHITECTURE,Spain,ANY,MASTER,PHD,11.2,5,6.7,5000,DISTANCE,0,BUSINESS,Poland,DIPLOMA,10100,English,ON_CAMPUS,0.0,4,6.5,0,0.0,-5100,1,0.2,0,0,0.0,1,0,0,0.4959
MARKETING,ANY,English,PHD,MASTER,11.5,3,5.4,15000,ON_CAMPUS,0,LAW,Latvia,DIPLOMA,12600,German,ON_CAMPUS,0.0,3,6.0,0,0.0,2400,0,-0.6,1,0,0.0,1,1,0,0.4888
LAW,ANY,English,MASTER,BACHELOR,12.9,3,5.1,6000,ON_CAMPUS,0,MEDICINE,Poland,BACHELOR,5300,English,ON_CAMPUS,0.0,3,6.0,0,0.0,700,0,-0.9,1,0,0.0,0,1,0,0.044253285245952664
HOSPITALITY,ANY,English,MBA,MASTER,14.3,5,7.5,6000,DISTANCE,0,MARKETING,Poland,BACHELOR,6400,French,BLENDED,0.0,3,6.5,1,0.0,-400,2,1.0,1,0,0.3,0,0,0,0.07887507775859895
MEDICINE,Italy,ANY,CERTIFICATE,MASTER,15.9,2,4.0,4000,BLENDED,0,ENGINEERING,Italy,MASTER,8100,English,ON_CAMPUS,10.0,3,5.0,0,5.9,-4100,-1,-1.0,1,0,0.0,0,0,0,0.043372048251811623
ENGINEERING,Latvia,ANY,DIPLOMA,HIGH_SCHOOL,0.0,4,6.5,6000,DISTANCE,0,FINANCE,France,BACHELOR,2500,English,BLENDED,0.0,3,6.5,0,0.0,3500,1,0.0,0,0,0.0,1,0,0,0.5833
ENGINEERING,Germany,French,CERTIFICATE,MASTER,9.8,4,6.3,5000,ON_CAMPUS,1,DATA_SCIENCE,Latvia,PHD,7300,English,ON_CAMPUS,14.0,5,6.0,0,-4.2,-2300,-1,0.3,0,0,0.4,1,1,0,0.3655
EDUCATION,Latvia,ANY,CERTIFICATE,BACHELOR,19.0,4,6.1,4000,BLENDED,0,ARTIFICIAL_INTELLIGENCE,Poland,MASTER,7100,English,ON_CAMPUS,11.0,4,7.0,0,8.0,-3100,0,-0.9,0,0,0.0,1,0,0,0.3568
OTHER,Turkey,English,DIPLOMA,BACHELOR,10.0,2,3.7,8000,ON_CAMPUS,0,ARTS,Netherlands,DIPLOMA,10100,English,ON_CAMPUS,0.0,4,5.5,0,0.0,-2100,-2,-1.8,0,0,0.0,1,1,0,0.4856
EDUCATION,ANY,German,MASTER_OF_ARTS,HIGH_SCHOOL,0.0,4,6.0,7000,ON_CAMPUS,1,MARKETING,Italy,MASTER_OF_SCIENCE,6000,English,BLENDED,11.0,4,7.0,0,0.0,1000,0,-1.0,1,0,0.0,0,0,0,0.018332530636377437
BUSINESS,Netherlands,ANY,BACHELOR,BACHELOR,15.4,3,5.0,12000,ON_CAMPUS,0,BUSINESS,Germany,DIPLOMA,17900,English,ON_CAMPUS,0.0,4,6.0,1,0.0,-5900,-1,-1.0,0,1,1.0,1,1,0,0.5018
DATA_SCIENCE,Poland,French,BACHELOR,BACHELOR,13.1,5,6.9,8000,ON_CAMPUS,1,ARTS,Germany,DIPLOMA,11900,English,BLENDED,0.0,4,6.0,0,0.0,-3900,1,0.9,0,0,0.0,1,0,0,0.4088
ARTIFICIAL_INTELLIGENCE,Germany,French,MASTER_OF_ARTS,MASTER,13.0,5,6.6,15000,ON_CAMPUS,0,MARKETING,Italy,BACHELOR,6400,English,BLENDED,0.0,3,6.0,0,0.0,8600,2,0.6,0,0,0.0,0,0,0,0.07933616816633413
BUSINESS,ANY,English,MASTER,HIGH_SCHOOL,0.0,3,4.9,8000,ON_CAMPUS,1,FINANCE,Spain,MASTER,5500,English,BLENDED,12.0,4,6.0,0,0.0,2500,-1,-1.1,1,0,0.7,0,0,0,0.018101509706885198
ARTS,ANY,English,CERTIFICATE,BACHELOR,9.6,4,6.2,7000,BLENDED,0,ENGINEERING,Italy,BACHELOR,3300,English,ON_CAMPUS,0.0,4,6.0,1,0.0,3700,0,0.2,1,0,0.0,0,0,0,0.04565334793007312
MARKETING,ANY,French,MASTER_OF_ARTS,HIGH_SCHOOL,0.0,3,4.7,6000,ON_CAMPUS,0,MARKETING,Poland,CERTIFICATE,3400,French,ON_CAMPUS,0.0,3,6.5,0,0.0,2600,0,-1.8,1,1,1.0,1,1,0,0.8456
HOSPITALITY,Turkey,English,BACHELOR,HIGH_SCHOOL,0.0,2,4.1,7000,ON_CAMPUS,0,OTHER,Spain,DIPLOMA,11700,English,ON_CAMPUS,0.0,4,6.5,0,0.0,-4700,-2,-2.4,0,0,0.0,1,1,0,0.3009
HOSPITALITY,Turkey,English,MASTER,MASTER,10.9,4,5.9,5000,ON_CAMPUS,0,DESIGN,Turkey,MASTER,3700,English,ON_CAMPUS,12.0,5,5.0,0,-1.1,1300,-1,0.9,1,0,0.0,0,1,0,0.1079300884409235
EDUCATION,Germany,English,MASTER,HIGH_SCHOOL,0.0,5,7.3,4000,ON_CAMPUS,1,OTHER,Italy,BACHELOR,3400,French,DISTANCE,0.0,4,6.5,0,0.0,600,1,0.8,0,0,0.0,1,0,0,0.4395
DATA_SCIENCE,Germany,ANY,MASTER,BACHELOR,9.8,4,6.0,5000,ON_CAMPUS,0,DATA_SCIENCE,Poland,PHD,4500,French,ON_CAMPUS,14.0,4,6.5,0,-4.2,500,0,-0.5,0,1,1.0,0,1,0,0.02907907316251488
MEDICINE,Germany,French,BACHELOR,MASTER,15.8,4,5.6,6000,BLENDED,1,PSYCHOLOGY,France,DIPLOMA,9100,German,BLENDED,0.0,4,5.5,0,0.0,-3100,0,0.1,0,0,0.4,1,1,0,0.4518
EDUCATION,ANY,ANY,BACHELOR,HIGH_SCHOOL,0.0,3,4.7,6000,ON_CAMPUS,1,DATA_SCIENCE,France,MASTER,5700,English,DISTANCE,11.0,4,6.0,0,0.0,300,-1,-1.3,1,0,0.0,0,0,0,0.017536421486764237
COMMUNICATION,ANY,ANY,PHD,MASTER,10.6,4,5.4,5000,ON_CAMPUS,0,PSYCHOLOGY,Italy,MBA,13800,English,DISTANCE,10.0,4,6.5,0,0.6,-8800,0,-1.1,1,0,0.3,1,0,0,0.564
HOSPITALITY,Germany,English,PHD,MASTER,10.6,4,5.9,12000,ON_CAMPUS,0,OTHER,Italy,BACHELOR,3500,German,ON_CAMPUS,0.0,4,5.5,1,0.0,8500,0,0.4,0,0,0.0,0,1,0,0.06755063996863395
ENGINEERING,Netherlands,English,BACHELOR,BACHELOR,12.9,5,6.5,7000,DISTANCE,0,DESIGN,Italy,PHD,7400,English,BLENDED,13.0,5,7.0,0,-0.1,-400,0,-0.5,0,0,0.0,0,0,0,0.14626305820124086
COMPUTER_SCIENCE,Turkey,French,MBA,HIGH_SCHOOL,0.0,3,4.8,7000,BLENDED,1,BUSINESS,Latvia,PHD,7600,English,ON_CAMPUS,14.0,4,5.5,0,0.0,-600,-1,-0.7,0,0,0.0,0,0,0,0.04209955779130019
ENGINEERING,Poland,French,DIPLOMA,PHD,13.5,5,6.9,6000,BLENDED,0,COMPUTER_SCIENCE,Poland,PHD,8300,English,DISTANCE,13.0,6,6.5,0,0.5,-2300,-1,0.4,1,0,0.5,0,0,0,0.04349279015778091
DESIGN,ANY,English,MASTER,MASTER,18.2,4,6.2,3000,BLENDED,1,OTHER,France,CERTIFICATE,2500,English,BLENDED,0.0,4,6.0,1,0.0,500,0,0.2,1,0,0.0,1,1,1,0.6719
FINANCE,Italy,French,MASTER,BACHELOR,12.5,6,7.9,4000,ON_CAMPUS,0,EDUCATION,Netherlands,PHD,5000,English,BLENDED,13.0,4,5.5,1,-0.5,-1000,2,2.4,0,0,0.0,0,0,0,0.03751147592660657
EDUCATION,Italy,English,DIPLOMA,BACHELOR,15.2,4,6.0,5000,DISTANCE,0,MARKETING,Latvia,MASTER,4400,English,ON_CAMPUS,10.0,4,6.0,0,5.2,600,0,0.0,0,0,0.0,1,0,0,0.4825
COMMUNICATION,Netherlands,French,MASTER,HIGH_SCHOOL,0.0,3,5.2,4000,ON_CAMPUS,0,FINANCE,Poland,CERTIFICATE,2400,English,BLENDED,0.0,3,6.0,0,0.0,1600,0,-0.8,0,0,0.0,1,0,0,0.4571
HOSPITALITY,Germany,English,MASTER,HIGH_SCHOOL,0.0,4,6.1,5000,BLENDED,0,ARTS,France,BACHELOR,7100,French,ON_CAMPUS,0.0,3,5.0,1,0.0,-2100,1,1.1,0,0,0.0,1,0,0,0.3519
OTHER,Netherlands,English,BACHELOR,BACHELOR,16.2,3,5.5,6000,ON_CAMPUS,1,OTHER,Netherlands,PHD,6800,French,BLENDED,14.0,6,5.5,0,2.2,-800,-3,0.0,1,1,1.0,0,0,0,0.05192966020124077
ARTIFICIAL_INTELLIGENCE,ANY,English,MASTER,BACHELOR,12.1,5,7.1,6000,BLENDED,0,MEDICINE,Poland,BACHELOR,2600,German,ON_CAMPUS,0.0,4,6.0,0,0.0,3400,1,1.1,1,0,0.0,0,0,0,0.03076505211809449
BUSINESS,ANY,English,MBA,BACHELOR,12.3,4,6.1,7000,BLENDED,0,LAW,Spain,BACHELOR,5400,English,ON_CAMPUS,0.0,3,6.5,0,0.0,1600,1,-0.4,1,0,0.0,0,0,0,0.024470747579553056
FINANCE,ANY,English,MASTER,PHD,12.6,3,4.9,7000,ON_CAMPUS,1,EDUCATION,Poland,MASTER,4500,French,DISTANCE,10.0,4,5.5,1,2.6,2500,-1,-0.6,1,0,0.0,0,0,1,0.07514444986319298
MEDICINE,France,English,DIPLOMA,HIGH_SCHOOL,0.0,4,5.9,6000,ON_CAMPUS,0,ARTIFICIAL_INTELLIGENCE,France,MASTER_OF_ARTS,2500,English,ON_CAMPUS,12.0,4,5.5,0,0.0,3500,0,0.4,1,0,0.0,0,1,0,0.012562822210163464
DESIGN,Germany,English,MASTER,MASTER,10.1,4,6.3,8000,ON_CAMPUS,0,ARTIFICIAL_INTELLIGENCE,Italy,DIPLOMA,7200,English,ON_CAMPUS,0.0,3,7.0,0,0.0,800,1,-0.7,0,0,0.0,1,1,0,0.4878
FINANCE,Italy,English,MASTER,BACHELOR,13.2,3,5.4,6000,ON_CAMPUS,0,BUSINESS,France,MASTER,4400,French,ON_CAMPUS,12.0,4,7.0,1,1.2,1600,-1,-1.6,0,0,0.7,1,1,0,0.6022
ARCHITECTURE,Turkey,English,PHD,MASTER,13.5,5,6.4,10000,BLENDED,0,LAW,Poland,PHD,5500,English,ON_CAMPUS,14.0,5,6.0,0,-0.5,4500,0,0.4,0,0,0.0,1,0,0,0.5477
ARTS,Netherlands,English,MASTER,HIGH_SCHOOL,0.0,4,5.9,7000,DISTANCE,1,OTHER,Turkey,PHD,5700,French,ON_CAMPUS,14.0,4,6.5,1,0.0,1300,0,-0.6,0,0,0.0,0,0,1,0.09753755794312084
MARKETING,Turkey,English,BACHELOR,PHD,13.5,6,7.9,12000,ON_CAMPUS,1,LAW,Italy,CERTIFICATE,3300,English,BLENDED,0.0,3,5.0,0,0.0,8700,3,2.9,0,0,0.0,1,0,0,0.5735
ARCHITECTURE,Italy,English,DIPLOMA,MASTER,12.7,6,8.2,4000,ON_CAMPUS,0,ENGINEERING,Spain,MASTER,2600,English,BLENDED,13.0,4,6.5,0,-0.3,1400,2,1.7,0,0,0.4,0,0,0,0.01633235063621294
ARTS,Latvia,English,MBA,MASTER,12.9,4,5.6,6000,ON_CAMPUS,0,ARCHITECTURE,Poland,BACHELOR,3900,English,BLENDED,0.0,4,5.5,0,0.0,2100,0,0.1,0,0,0.3,0,0,0,0.031561708662044774
OTHER,ANY,German,MASTER_OF_SCIENCE,HIGH_SCHOOL,0.0,5,7.0,12000,ON_CAMPUS,1,DATA_SCIENCE,Netherlands,MASTER,7700,English,ON_CAMPUS,11.0,4,5.0,0,0.0,4300,1,2.0,1,0,0.0,0,1,0,0.07337562731002412
EDUCATION,ANY,English,MBA,HIGH_SCHOOL,0.0,5,7.2,6000,BLENDED,1,DESIGN,Turkey,DIPLOMA,11600,English,BLENDED,0.0,4,6.0,1,0.0,-5600,1,1.2,1,0,0.0,1,1,1,0.5215
HOSPITALITY,Turkey,ANY,MASTER_OF_ARTS,HIGH_SCHOOL,0.0,4,6.2,6000,BLENDED,1,DATA_SCIENCE,Germany,BACHELOR,5400,French,ON_CAMPUS,0.0,3,6.5,0,0.0,600,1,-0.3,0,0,0.0,1,0,0,0.497
DESIGN,ANY,French,MASTER,BACHELOR,13.5,3,4.9,3000,ON_CAMPUS,0,FINANCE,Germany,DIPLOMA,7900,German,ON_CAMPUS,0.0,4,6.5,1,0.0,-4900,-1,-1.6,1,0,0.0,1,1,0,0.3005
OTHER,ANY,English,BACHELOR,BACHELOR,16.5,2,3.8,5000,DISTANCE,0,DESIGN,Italy,DIPLOMA,5600,English,BLENDED,0.0,4,5.5,0,0.0,-600,-2,-1.7,1,0,0.0,1,0,0,0.504
COMMUNICATION,Italy,French,DIPLOMA,MASTER,14.0,5,7.0,4000,ON_CAMPUS,0,DATA_SCIENCE,Turkey,CERTIFICATE,3900,English,BLENDED,0.0,4,6.0,0,0.0,100,1,1.0,0,0,0.0,1,0,0,0.4503
ARTIFICIAL_INTELLIGENCE,Netherlands,English,PHD,HIGH_SCHOOL,0.0,3,4.4,4000,ON_CAMPUS,1,DESIGN,Latvia,MBA,10300,English,ON_CAMPUS,12.0,4,7.0,0,0.0,-6300,-1,-2.6,0,0,0.0,0,1,0,0.08745129092594556
ARTS,France,ANY,BACHELOR,BACHELOR,16.6,4,6.1,5000,ON_CAMPUS,0,PSYCHOLOGY,Spain,DIPLOMA,8300,English,ON_CAMPUS,0.0,3,6.0,0,0.0,-3300,1,0.1,0,0,0.0,1,1,0,0.4647
COMPUTER_SCIENCE,France,ANY,DIPLOMA,HIGH_SCHOOL,0.0,1,3.5,7000,ON_CAMPUS,1,LAW,France,BACHELOR,5700,German,ON_CAMPUS,0.0,3,5.0,1,0.0,1300,-2,-1.5,1,0,0.0,1,1,1,0.7558
COMPUTER_SCIENCE,Poland,ANY,CERTIFICATE,HIGH_SCHOOL,0.0,3,5.3,5000,ON_CAMPUS,1,BUSINESS,Germany,MASTER,9500,English,ON_CAMPUS,10.0,3,6.5,0,0.0,-4500,0,-1.2,0,0,0.0,0,1,0,0.09379098167641457
ARCHITECTURE,Latvia,English,MASTER,MASTER,11.4,6,7.7,10000,ON_CAMPUS,1,ARTIFICIAL_INTELLIGENCE,Spain,CERTIFICATE,4500,French,ON_CAMPUS,0.0,3,6.5,0,0.0,5500,3,1.2,0,0,0.0,1,1,0,0.4591
DATA_SCIENCE,Netherlands,ANY,BACHELOR,HIGH_SCHOOL,0.0,3,5.2,4000,BLENDED,1,DATA_SCIENCE,Germany,MASTER_OF_ARTS,6600,French,ON_CAMPUS,12.0,4,7.0,0,0.0,-2600,-1,-1.8,0,1,1.0,0,0,0,0.058396236135342804
EDUCATION,Poland,French,MBA,BACHELOR,13.6,3,4.6,8000,DISTANCE,1,ARCHITECTURE,Turkey,DIPLOMA,13700,German,BLENDED,0.0,4,5.0,0,0.0,-5700,-1,-0.4,0,0,0.0,1,0,0,0.1739
LAW,Germany,English,MASTER,BACHELOR,10.1,3,5.4,3000,ON_CAMPUS,1,MEDICINE,Germany,MASTER,3000,French,ON_CAMPUS,12.0,4,5.0,0,-1.9,0,-1,0.4,1,0,0.0,1,1,0,0.5741
COMMUNICATION,ANY,English,MBA,BACHELOR,12.7,5,6.4,4000,BLENDED,0,OTHER,Netherlands,MASTER,3700,English,ON_CAMPUS,11.0,5,6.5,1,1.7,300,0,-0.1,1,0,0.0,1,0,0,0.5207
ARTIFICIAL_INTELLIGENCE,Italy,ANY,CERTIFICATE,HIGH_SCHOOL,0.0,3,5.2,4000,ON_CAMPUS,0,COMMUNICATION,Germany,BACHELOR,6500,English,ON_CAMPUS,0.0,4,6.0,0,0.0,-2500,-1,-0.8,0,0,0.0,1,1,0,0.3383
PSYCHOLOGY,ANY,English,MASTER,BACHELOR,8.0,5,7.1,7000,ON_CAMPUS,1,MARKETING,Poland,PHD,8900,French,BLENDED,15.0,5,5.5,0,-7.0,-1900,0,1.6,1,0,0.0,0,0,0,0.039401145947593294
ARCHITECTURE,Poland,ANY,CERTIFICATE,HIGH_SCHOOL,0.0,4,5.4,7000,ON_CAMPUS,1,COMMUNICATION,Turkey,DIPLOMA,17100,English,DISTANCE,0.0,4,5.5,0,0.0,-10100,0,-0.1,0,0,0.0,1,0,0,0.3743
BUSINESS,Italy,German,MASTER,HIGH_SCHOOL,0.0,4,6.4,10000,ON_CAMPUS,0,ARCHITECTURE,Netherlands,MASTER_OF_ARTS,7400,French,DISTANCE,10.0,4,5.5,0,0.0,2600,0,0.9,0,0,0.0,0,0,0,0.09015230948648545
HOSPITALITY,ANY,French,MASTER,HIGH_SCHOOL,0.0,4,5.4,8000,ON_CAMPUS,0,OTHER,Spain,MASTER,7400,English,ON_CAMPUS,13.0,3,6.5,0,0.0,600,1,-1.1,1,0,0.0,0,1,0,0.03728296783002212
PSYCHOLOGY,ANY,French,CERTIFICATE,HIGH_SCHOOL,0.0,3,4.7,8000,ON_CAMPUS,0,DESIGN,Spain,CERTIFICATE,1100,French,ON_CAMPUS,0.0,4,6.0,0,0.0,6900,-1,-1.3,1,0,0.0,1,1,0,0.6385
HOSPITALITY,France,English,MASTER_OF_SCIENCE,HIGH_SCHOOL,0.0,4,6.3,6000,ON_CAMPUS,0,COMMUNICATION,Turkey,PHD,6000,English,BLENDED,14.0,5,7.0,0,0.0,0,-1,-0.7,0,0,0.0,0,0,0,0.009014049869932476
COMMUNICATION,Latvia,English,MASTER,MASTER,10.5,5,6.9,7000,BLENDED,0,MEDICINE,Spain,MASTER,8200,English,ON_CAMPUS,10.0,4,6.5,0,0.5,-1200,1,0.4,0,0,0.0,0,0,0,0.03722546004900346
EDUCATION,Italy,French,MBA,MASTER,8.9,5,7.1,4000,ON_CAMPUS,0,MEDICINE,Germany,MASTER_OF_ARTS,3700,German,ON_CAMPUS,11.0,4,5.5,0,-2.1,300,1,1.6,0,0,0.0,0,1,0,0.024575783283048065
ARTS,Netherlands,English,MASTER,PHD,13.1,2,4.1,10000,ON_CAMPUS,0,MARKETING,Turkey,MASTER,7500,German,ON_CAMPUS,12.0,5,5.0,1,1.1,2500,-3,-0.9,0,0,0.0,0,1,0,0.020701390524093324
COMPUTER_SCIENCE,Netherlands,German,BACHELOR,HIGH_SCHOOL,0.0,3,5.0,5000,ON_CAMPUS,0,LAW,Spain,DIPLOMA,7800,English,ON_CAMPUS,0.0,4,6.5,0,0.0,-2800,-1,-1.5,0,0,0.0,1,1,0,0.3679
BUSINESS,Poland,English,BACHELOR,BACHELOR,8.3,2,4.0,4000,ON_CAMPUS,0,MARKETING,Turkey,MASTER_OF_SCIENCE,9600,French,BLENDED,10.0,4,5.5,1,-1.7,-5600,-2,-1.5,0,0,0.6,1,0,0,0.3863
ARTS,Poland,French,MASTER_OF_ARTS,HIGH_SCHOOL,0.0,4,6.3,4000,ON_CAMPUS,1,COMPUTER_SCIENCE,Latvia,CERTIFICATE,2700,French,ON_CAMPUS,0.0,3,6.5,1,0.0,1300,1,-0.2,0,0,0.0,1,1,1,0.6414
HOSPITALITY,France,English,BACHELOR,MASTER,11.1,5,7.2,5000,ON_CAMPUS,0,DATA_SCIENCE,Latvia,MASTER,3500,English,DISTANCE,13.0,5,6.0,0,-1.9,1500,0,1.2,0,0,0.0,0,0,0,0.045360273841258805
MARKETING,Latvia,ANY,MASTER,BACHELOR,12.8,1,3.2,10000,DISTANCE,0,PSYCHOLOGY,Spain,BACHELOR,4800,English,BLENDED,0.0,4,6.0,1,0.0,5200,-3,-2.8,0,0,0.0,0,0,0,0.027842072543524648
ARTIFICIAL_INTELLIGENCE,Germany,French,MASTER,HIGH_SCHOOL,0.0,3,5.2,7000,DISTANCE,1,FINANCE,France,MASTER_OF_SCIENCE,6100,French,ON_CAMPUS,11.0,5,6.0,1,0.0,900,-2,-0.8,0,0,0.0,0,0,1,0.09274156490951141
DESIGN,France,French,MASTER,BACHELOR,12.5,5,7.3,6000,ON_CAMPUS,0,LAW,Latvia,BACHELOR,4700,English,BLENDED,0.0,3,6.0,0,0.0,1300,2,1.3,0,0,0.0,0,0,0,0.08814000318755297
OTHER,ANY,ANY,MASTER,BACHELOR,13.3,3,4.6,6000,ON_CAMPUS,0,DATA_SCIENCE,France,DIPLOMA,8800,German,ON_CAMPUS,0.0,4,6.0,0,0.0,-2800,-1,-1.4,1,0,0.0,1,1,0,0.4844
DESIGN,Germany,English,CERTIFICATE,BACHELOR,11.5,5,7.4,5000,ON_CAMPUS,0,DESIGN,Spain,MASTER,4200,French,ON_CAMPUS,13.0,5,5.0,0,-1.5,800,0,2.4,0,1,1.0,1,1,0,0.6228
COMMUNICATION,Turkey,English,MASTER,HIGH_SCHOOL,0.0,3,4.9,15000,DISTANCE,0,EDUCATION,Poland,MASTER_OF_ARTS,3900,English,ON_CAMPUS,10.0,4,5.5,0,0.0,11100,-1,-0.6,0,0,0.0,0,0,0,0.046778641447698645
BUSINESS,Italy,English,MASTER,MASTER,17.0,4,6.4,6000,BLENDED,0,MARKETING,Italy,MASTER,5100,English,ON_CAMPUS,11.0,5,5.5,1,6.0,900,-1,0.9,1,0,0.6,0,0,0,0.037877140645028014
ARTIFICIAL_INTELLIGENCE,Spain,German,CERTIFICATE,BACHELOR,12.1,4,6.3,6000,ON_CAMPUS,0,ARTS,Germany,MASTER,5200,French,ON_CAMPUS,12.0,4,6.0,0,0.1,800,0,0.3,0,0,0.0,1,1,0,0.4162
ARTIFICIAL_INTELLIGENCE,ANY,English,BACHELOR,MASTER,10.6,6,8.8,7000,ON_CAMPUS,1,LAW,Poland,MASTER_OF_SCIENCE,9000,French,BLENDED,10.0,3,6.0,0,0.6,-2000,3,2.8,1,0,0.0,0,0,0,0.05523464598463208
DESIGN,Spain,English,DIPLOMA,BACHELOR,11.3,4,5.7,5000,ON_CAMPUS,0,MARKETING,France,MASTER,3200,English,BLENDED,10.0,4,5.5,1,1.3,1800,0,0.2,0,0,0.0,1,0,0,0.5449
LAW,Latvia,German,MASTER_OF_SCIENCE,HIGH_SCHOOL,0.0,3,5.2,6000,BLENDED,0,COMMUNICATION,Italy,BACHELOR,6200,English,ON_CAMPUS,0.0,4,6.5,0,0.0,-200,-1,-1.3,0,0,0.0,1,0,0,0.2651
EDUCATION,ANY,English,PHD,HIGH_SCHOOL,0.0,4,6.0,5000,DISTANCE,0,COMPUTER_SCIENCE,Italy,CERTIFICATE,1300,French,BLENDED,0.0,3,6.5,0,0.0,3700,1,-0.5,1,0,0.0,1,0,0,0.5176
BUSINESS,Turkey,English,MASTER,BACHELOR,9.0,3,5.1,6000,DISTANCE,0,PSYCHOLOGY,Latvia,PHD,5200,English,ON_CAMPUS,15.0,5,6.0,0,-6.0,800,-2,-0.9,0,0,0.0,0,0,0,0.0893582786879617
ARTIFICIAL_INTELLIGENCE,Spain,French,MASTER,MASTER,17.2,4,5.9,4000,ON_CAMPUS,1,OTHER,France,MASTER,5700,English,BLENDED,13.0,4,5.5,0,4.2,-1700,0,0.4,0,0,0.0,0,0,0,0.08280077098691835
COMPUTER_SCIENCE,Latvia,French,BACHELOR,PHD,10.3,3,4.6,4000,ON_CAMPUS,1,PSYCHOLOGY,Latvia,MASTER,5900,English,ON_CAMPUS,10.0,5,6.5,1,0.3,-1900,-2,-1.9,1,0,0.0,0,1,1,0.0
FINANCE,Italy,English,MASTER,HIGH_SCHOOL,0.0,4,5.5,15000,ON_CAMPUS,1,ENGINEERING,Poland,MASTER,6500,English,ON_CAMPUS,10.0,3,6.0,1,0.0,8500,1,-0.5,0,0,0.0,0,1,1,0.12413741134733694
ARCHITECTURE,Latvia,English,BACHELOR,BACHELOR,11.5,5,7.1,7000,ON_CAMPUS,0,COMMUNICATION,Italy,MBA,7700,English,BLENDED,13.0,5,6.0,0,-1.5,-700,0,1.1,0,0,0.0,1,0,0,0.517
